icao24,callsign,first_seen_unix,last_seen_unix,departure_airport_icao,arrival_airport_icao,observed_departure_time_utc,observed_departure_hour_utc
a8b760,UAL121,1772878442,1772909049,LEBL,KEWR,2026-03-07 10:14:02+00:00,2026-03-07 10:00:00+00:00
3444cf,VLG5VY,1772878430,1772881519,LEBL,LEAL,2026-03-07 10:13:50+00:00,2026-03-07 10:00:00+00:00
4d2453,WZZ1212,1772878337,1772887889,LEBL,EPWA,2026-03-07 10:12:17+00:00,2026-03-07 10:00:00+00:00
345116,VLG8720,1772878093,1772885265,LEBL,EIDW,2026-03-07 10:08:13+00:00,2026-03-07 10:00:00+00:00
348203,VLG7LM,1772877904,1772882145,LEBL,LEMG,2026-03-07 10:05:04+00:00,2026-03-07 10:00:00+00:00
346091,VLG6VD,1772877816,1772881721,LEBL,LFRS,2026-03-07 10:03:36+00:00,2026-03-07 10:00:00+00:00
4ca622,RYR85PE,1772877722,1772884182,LEBL,EBBR,2026-03-07 10:02:02+00:00,2026-03-07 10:00:00+00:00
342397,VLG54EN,1772877641,1772883924,LEBL,,2026-03-07 10:00:41+00:00,2026-03-07 10:00:00+00:00
4d20bc,WMT2R,1772877570,1772882758,LEBL,LIRF,2026-03-07 09:59:30+00:00,2026-03-07 09:00:00+00:00
400db1,EZY37BK,1772877493,1772884401,LEBL,EGKK,2026-03-07 09:58:13+00:00,2026-03-07 09:00:00+00:00
346691,VLG1QP,1772877413,1772883269,LEBL,,2026-03-07 09:56:53+00:00,2026-03-07 09:00:00+00:00
344449,IBE0408,1772877344,1772880175,LEBL,LEMD,2026-03-07 09:55:44+00:00,2026-03-07 09:00:00+00:00
4d244a,RYR3CL,1772877270,1772888501,LEBL,ESSA,2026-03-07 09:54:30+00:00,2026-03-07 09:00:00+00:00
4ca853,RYR71QX,1772877144,1772884102,LEBL,EICK,2026-03-07 09:52:24+00:00,2026-03-07 09:00:00+00:00
4d22b2,RYR43EU,1772877056,1772884258,LEBL,LOWW,2026-03-07 09:50:56+00:00,2026-03-07 09:00:00+00:00
4d226c,RYR77DV,1772876799,1772884266,LEBL,EGNT,2026-03-07 09:46:39+00:00,2026-03-07 09:00:00+00:00
440037,EJU37XZ,1772876719,1772882167,LEBL,LPPT,2026-03-07 09:45:19+00:00,2026-03-07 09:00:00+00:00
4080ad,EZY96AV,1772876641,1772882571,LEBL,EGGW,2026-03-07 09:44:01+00:00,2026-03-07 09:00:00+00:00
a2a300,UAL991,1772876507,1772906802,LEBL,KIAD,2026-03-07 09:41:47+00:00,2026-03-07 09:00:00+00:00
471fae,WZZ249,1772876406,1772884655,LEBL,EPWR,2026-03-07 09:40:06+00:00,2026-03-07 09:00:00+00:00
343194,VLG7UD,1772876346,1772883440,LEBL,EGCC,2026-03-07 09:39:06+00:00,2026-03-07 09:00:00+00:00
346355,VLG9ST,1772876250,1772882669,LEBL,EHAM,2026-03-07 09:37:30+00:00,2026-03-07 09:00:00+00:00
4080e1,BAW473D,1772876139,1772882231,LEBL,EGLL,2026-03-07 09:35:39+00:00,2026-03-07 09:00:00+00:00
346690,VLG12PM,1772876071,1772882386,LEBL,,2026-03-07 09:34:31+00:00,2026-03-07 09:00:00+00:00
a4dbef,DAL169,1772875922,1772905810,LEBL,KJFK,2026-03-07 09:32:02+00:00,2026-03-07 09:00:00+00:00
502d7a,ASL68R,1772875780,1772883577,LEBL,LYBE,2026-03-07 09:29:40+00:00,2026-03-07 09:00:00+00:00
3c6667,DLH39T,1772875695,1772881481,LEBL,EDDF,2026-03-07 09:28:15+00:00,2026-03-07 09:00:00+00:00
4d2427,WZZ596,1772875615,1772887597,LEBL,EYVI,2026-03-07 09:26:55+00:00,2026-03-07 09:00:00+00:00
342189,FIN07RT,1772875255,1772888092,LEBL,EFHK,2026-03-07 09:20:55+00:00,2026-03-07 09:00:00+00:00
3c5eea,EWG15GY,1772875173,1772881586,LEBL,EDDL,2026-03-07 09:19:33+00:00,2026-03-07 09:00:00+00:00
4ca9eb,RYR74EF,1772875092,1772882189,LEBL,EGGP,2026-03-07 09:18:12+00:00,2026-03-07 09:00:00+00:00
345643,VLG9UW,1772875008,1772879127,LEBL,,2026-03-07 09:16:48+00:00,2026-03-07 09:00:00+00:00
4d223f,RYR668T,1772874940,1772879747,LEBL,LIME,2026-03-07 09:15:40+00:00,2026-03-07 09:00:00+00:00
347454,IBE04WK,1772874871,1772877688,LEBL,LEMD,2026-03-07 09:14:31+00:00,2026-03-07 09:00:00+00:00
440c8d,AUA42B,1772874792,1772881619,LEBL,LOWW,2026-03-07 09:13:12+00:00,2026-03-07 09:00:00+00:00
4b161b,SWR96M,1772874709,1772880383,LEBL,LSZH,2026-03-07 09:11:49+00:00,2026-03-07 09:00:00+00:00
471db8,WZZ2TS,1772874613,1772882709,LEBL,LHBP,2026-03-07 09:10:13+00:00,2026-03-07 09:00:00+00:00
4867b0,TRA6062,1772874525,1772880574,LEBL,EHRD,2026-03-07 09:08:45+00:00,2026-03-07 09:00:00+00:00
471d5c,WMT744,1772874463,1772884576,LEBL,LROP,2026-03-07 09:07:43+00:00,2026-03-07 09:00:00+00:00
3434ce,GES401V,1772874107,1772876996,LEBL,LEMD,2026-03-07 09:01:47+00:00,2026-03-07 09:00:00+00:00
344694,VLG37CT,1772874028,1772878556,LEBL,LFPO,2026-03-07 09:00:28+00:00,2026-03-07 09:00:00+00:00
4d2090,WMT2FG,1772873945,1772881078,LEBL,LOWW,2026-03-07 08:59:05+00:00,2026-03-07 08:00:00+00:00
398572,AFR72JH,1772873838,1772878722,LEBL,LFPG,2026-03-07 08:57:18+00:00,2026-03-07 08:00:00+00:00
4d223b,RYR2889,1772873792,1772875439,LEBL,LEPA,2026-03-07 08:56:32+00:00,2026-03-07 08:00:00+00:00
39de48,TVF48SQ,1772873657,1772878206,LEBL,LFPO,2026-03-07 08:54:17+00:00,2026-03-07 08:00:00+00:00
48c2b0,RYR62ST,1772873600,1772881979,LEBL,EPKK,2026-03-07 08:53:20+00:00,2026-03-07 08:00:00+00:00
3c5eeb,EWG83AU,1772872862,1772878137,LEBL,EDDS,2026-03-07 08:41:02+00:00,2026-03-07 08:00:00+00:00
344696,VLG9GE,1772872784,1772877047,LEBL,LEZL,2026-03-07 08:39:44+00:00,2026-03-07 08:00:00+00:00
4ca7b5,RYR73UV,1772872623,1772880529,LEBL,EDDB,2026-03-07 08:37:03+00:00,2026-03-07 08:00:00+00:00
346147,IBE04TE,1772872521,1772875482,LEBL,LEMD,2026-03-07 08:35:21+00:00,2026-03-07 08:00:00+00:00
4ca25a,RYR6FN,1772872301,1772874081,LEBL,LEIB,2026-03-07 08:31:41+00:00,2026-03-07 08:00:00+00:00
4d2287,RYR14XR,1772872142,1772877936,LEBL,EBCI,2026-03-07 08:29:02+00:00,2026-03-07 08:00:00+00:00
4ca56b,RYR86GK,1772872053,1772877868,LEBL,,2026-03-07 08:27:33+00:00,2026-03-07 08:00:00+00:00
4d246f,WMT4TW,1772871974,1772880910,LEBL,,2026-03-07 08:26:14+00:00,2026-03-07 08:00:00+00:00
3444ca,VLG5SQ,1772871840,1772876991,LEBL,LIRF,2026-03-07 08:24:00+00:00,2026-03-07 08:00:00+00:00
3444d0,VLG6HK,1772871767,1772878107,LEBL,EHAM,2026-03-07 08:22:47+00:00,2026-03-07 08:00:00+00:00
471dbe,WZZ8182,1772871665,1772880236,LEBL,EPKK,2026-03-07 08:21:05+00:00,2026-03-07 08:00:00+00:00
344501,VLG3712,1772871595,1772872767,LEBL,,2026-03-07 08:19:55+00:00,2026-03-07 08:00:00+00:00
344691,VLG7DQ,1772871510,1772873418,LEBL,,2026-03-07 08:18:30+00:00,2026-03-07 08:00:00+00:00
3c65c8,DLH85P,1772871194,1772876977,LEBL,EDDM,2026-03-07 08:13:14+00:00,2026-03-07 08:00:00+00:00
4d228b,RYR41JZ,1772871012,1772876170,LEBL,LICJ,2026-03-07 08:10:12+00:00,2026-03-07 08:00:00+00:00
4d21f0,RYR627A,1772870707,1772874898,LEBL,LEZL,2026-03-07 08:05:07+00:00,2026-03-07 08:00:00+00:00
4ca645,RYR37NA,1772870340,1772875097,LEBL,LIPE,2026-03-07 07:59:00+00:00,2026-03-07 07:00:00+00:00
3443d2,VLG1006,1772870026,1772872944,LEBL,LEMD,2026-03-07 07:53:46+00:00,2026-03-07 07:00:00+00:00
020124,MAC376Z,1772869846,1772873996,LEBL,,2026-03-07 07:50:46+00:00,2026-03-07 07:00:00+00:00
345215,AEA48SR,1772869592,1772871238,LEBL,LEPA,2026-03-07 07:46:32+00:00,2026-03-07 07:00:00+00:00
346605,LVL2603,1772869202,1772917139,LEBL,SADS,2026-03-07 07:40:02+00:00,2026-03-07 07:00:00+00:00
4ca737,RYR6599,1772868935,1772873696,LEBL,LIRF,2026-03-07 07:35:35+00:00,2026-03-07 07:00:00+00:00
346184,VLG3XY,1772868633,1772870272,LEBL,LEPA,2026-03-07 07:30:33+00:00,2026-03-07 07:00:00+00:00
344645,VLG11XQ,1772868526,1772871619,LEBL,LFBD,2026-03-07 07:28:46+00:00,2026-03-07 07:00:00+00:00
3c542b,BCS18K,1772868407,1772873939,LEBL,LPPT,2026-03-07 07:26:47+00:00,2026-03-07 07:00:00+00:00
348508,VLG11YB,1772868268,1772874568,LEBL,EHAM,2026-03-07 07:24:28+00:00,2026-03-07 07:00:00+00:00
342592,VLG20PC,1772868180,1772870608,LEBL,,2026-03-07 07:23:00+00:00,2026-03-07 07:00:00+00:00
4d220c,RYR18KD,1772868116,1772874357,LEBL,EBBR,2026-03-07 07:21:56+00:00,2026-03-07 07:00:00+00:00
344646,VLG8CW,1772868008,1772872808,LEBL,LIRF,2026-03-07 07:20:08+00:00,2026-03-07 07:00:00+00:00
34805a,MGO107,1772867842,1772872609,LEBL,LSZS,2026-03-07 07:17:22+00:00,2026-03-07 07:00:00+00:00
4bab48,THY3ES,1772867255,1772878163,LEBL,LTFM,2026-03-07 07:07:35+00:00,2026-03-07 07:00:00+00:00
3451d5,VLG6XU,1772866980,1772873481,LEBL,EGLL,2026-03-07 07:03:00+00:00,2026-03-07 07:00:00+00:00
344699,VLG63VL,1772866723,1772871427,LEBL,LFPO,2026-03-07 06:58:43+00:00,2026-03-07 06:00:00+00:00
344158,VLG9YT,1772866574,1772872687,LEBL,EGKK,2026-03-07 06:56:14+00:00,2026-03-07 06:00:00+00:00
34744d,VLG29GF,1772866345,1772873849,LEBL,LKPR,2026-03-07 06:52:25+00:00,2026-03-07 06:00:00+00:00
34535a,VLG5TH,1772866271,1772870819,LEBL,LIMC,2026-03-07 06:51:11+00:00,2026-03-07 06:00:00+00:00
440018,EJU72VD,1772866182,1772872541,LEBL,EGKK,2026-03-07 06:49:42+00:00,2026-03-07 06:00:00+00:00
345359,VLG57Y,1772866084,1772873997,LEBL,EDDH,2026-03-07 06:48:04+00:00,2026-03-07 06:00:00+00:00
348206,VLG1702,1772865918,1772870398,LEBL,LEVX,2026-03-07 06:45:18+00:00,2026-03-07 06:00:00+00:00
3c6548,LHX07Y,1772865787,1772871949,LEBL,EDDM,2026-03-07 06:43:07+00:00,2026-03-07 06:00:00+00:00
345041,VLG55Q,1772865671,1772874293,LEBL,LGAV,2026-03-07 06:41:11+00:00,2026-03-07 06:00:00+00:00
344693,VLG72JE,1772865585,1772870954,LEBL,LPPT,2026-03-07 06:39:45+00:00,2026-03-07 06:00:00+00:00
440625,EJU67KW,1772865518,1772870133,LEBL,LIMC,2026-03-07 06:38:38+00:00,2026-03-07 06:00:00+00:00
3453c3,VLG78HY,1772865429,1772875339,LEBL,,2026-03-07 06:37:09+00:00,2026-03-07 06:00:00+00:00
345102,VLG6006,1772865340,1772869554,LEBL,LIQL,2026-03-07 06:35:40+00:00,2026-03-07 06:00:00+00:00
345314,VLG50ST,1772865230,1772870737,LEBL,,2026-03-07 06:33:50+00:00,2026-03-07 06:00:00+00:00
3451d4,VLG2976,1772865132,1772868888,LEBL,LFRS,2026-03-07 06:32:12+00:00,2026-03-07 06:00:00+00:00
34454a,VLG22ET,1772865068,1772870239,LEBL,LFPG,2026-03-07 06:31:08+00:00,2026-03-07 06:00:00+00:00
345248,VLG2LH,1772864976,1772868471,LEBL,,2026-03-07 06:29:36+00:00,2026-03-07 06:00:00+00:00
345101,VLG90G,1772864888,1772869851,LEBL,LIRF,2026-03-07 06:28:08+00:00,2026-03-07 06:00:00+00:00
34538d,VLG1JZ,1772864834,1772869125,LEBL,LEZL,2026-03-07 06:27:14+00:00,2026-03-07 06:00:00+00:00
345207,VLG7PX,1772864758,1772866654,LEBL,,2026-03-07 06:25:58+00:00,2026-03-07 06:00:00+00:00
3472c4,VLG7WA,1772864684,1772868773,LEBL,LEMG,2026-03-07 06:24:44+00:00,2026-03-07 06:00:00+00:00
343386,VLG11ZW,1772864627,1772867872,LEBL,,2026-03-07 06:23:47+00:00,2026-03-07 06:00:00+00:00
344417,IBE04DW,1772864549,1772867369,LEBL,LEMD,2026-03-07 06:22:29+00:00,2026-03-07 06:00:00+00:00
342582,VLG3EN,1772864464,1772866856,LEBL,,2026-03-07 06:21:04+00:00,2026-03-07 06:00:00+00:00
343194,VLG21RX,1772864372,1772865599,LEBL,,2026-03-07 06:19:32+00:00,2026-03-07 06:00:00+00:00
3472c3,VLG8474,1772864318,1772869017,LEBL,LPPR,2026-03-07 06:18:38+00:00,2026-03-07 06:00:00+00:00
345043,VLG6246,1772864249,1772869664,LEBL,LSZH,2026-03-07 06:17:29+00:00,2026-03-07 06:00:00+00:00
342398,VLG63XZ,1772864153,1772869138,LEBL,LIRM,2026-03-07 06:15:53+00:00,2026-03-07 06:00:00+00:00
34768f,VLG47PE,1772864049,1772889449,LEBL,LEBL,2026-03-07 06:14:09+00:00,2026-03-07 06:00:00+00:00
34744c,VLG14DT,1772863965,1772870969,LEBL,EBBR,2026-03-07 06:12:45+00:00,2026-03-07 06:00:00+00:00
4ca570,RYR77WE,1772863909,1772870279,LEBL,EGSS,2026-03-07 06:11:49+00:00,2026-03-07 06:00:00+00:00
346690,VLG36YJ,1772863683,1772865414,LEBL,LEPA,2026-03-07 06:08:03+00:00,2026-03-07 06:00:00+00:00
345204,VLG71SU,1772863613,1772869072,LEBL,LIPZ,2026-03-07 06:06:53+00:00,2026-03-07 06:00:00+00:00
342397,VLG8RK,1772863539,1772865921,LEBL,,2026-03-07 06:05:39+00:00,2026-03-07 06:00:00+00:00
3c6749,DLH99P,1772863475,1772869724,LEBL,EDDF,2026-03-07 06:04:35+00:00,2026-03-07 06:00:00+00:00
346692,VLG1812,1772863368,1772869679,LEBL,EDDM,2026-03-07 06:02:48+00:00,2026-03-07 06:00:00+00:00
4080e4,BAW493U,1772863098,1772868783,LEBL,EGLL,2026-03-07 05:58:18+00:00,2026-03-07 05:00:00+00:00
4952ce,TAP1041,1772863035,1772868341,LEBL,LPPT,2026-03-07 05:57:15+00:00,2026-03-07 05:00:00+00:00
345042,VLG7JF,1772862964,1772867605,LEBL,LECO,2026-03-07 05:56:04+00:00,2026-03-07 05:00:00+00:00
4b181c,SWR7YT,1772862867,1772867743,LEBL,LSZH,2026-03-07 05:54:27+00:00,2026-03-07 05:00:00+00:00
4cad12,RYR95YM,1772862519,1772867277,LEBL,LPPR,2026-03-07 05:48:39+00:00,2026-03-07 05:00:00+00:00
4ca8e4,RYR11TF,1772861965,1772866865,LEBL,LIPZ,2026-03-07 05:39:25+00:00,2026-03-07 05:00:00+00:00
346691,VLG6AN,1772861751,1772864714,LEBL,LEAL,2026-03-07 05:35:51+00:00,2026-03-07 05:00:00+00:00
4ca798,ITY075,1772861673,1772866686,LEBL,LIRF,2026-03-07 05:34:33+00:00,2026-03-07 05:00:00+00:00
484cb4,KLM74T,1772861515,1772867835,LEBL,EHAM,2026-03-07 05:31:55+00:00,2026-03-07 05:00:00+00:00
440484,EJU95GD,1772861443,1772869605,LEBL,EDDB,2026-03-07 05:30:43+00:00,2026-03-07 05:00:00+00:00
3424d1,VLG7GR,1772861352,1772866129,LEBL,LIPE,2026-03-07 05:29:12+00:00,2026-03-07 05:00:00+00:00
4ca25a,RYR35YT,1772861208,1772862951,LEBL,LEPA,2026-03-07 05:26:48+00:00,2026-03-07 05:00:00+00:00
348203,VLG1YR,1772861050,1772864669,LEBL,LFLL,2026-03-07 05:24:10+00:00,2026-03-07 05:00:00+00:00
3991e4,AFR21UH,1772860969,1772866008,LEBL,LFPG,2026-03-07 05:22:49+00:00,2026-03-07 05:00:00+00:00
48c12f,RYR13GG,1772860603,1772867770,LEBL,LZIB,2026-03-07 05:16:43+00:00,2026-03-07 05:00:00+00:00
4405b6,EJU38TC,1772860517,1772864824,LEBL,LSGG,2026-03-07 05:15:17+00:00,2026-03-07 05:00:00+00:00
4ca622,RYR43MX,1772859988,1772864608,LEBL,LIME,2026-03-07 05:06:28+00:00,2026-03-07 05:00:00+00:00
4d2368,RYR70GC,1772859866,1772867209,LEBL,EIDW,2026-03-07 05:04:26+00:00,2026-03-07 05:00:00+00:00
4d221a,RYR75JN,1772859772,1772867203,LEBL,EGGD,2026-03-07 05:02:52+00:00,2026-03-07 05:00:00+00:00
3c6672,DLH68P,1772859492,1772865595,LEBL,EDDF,2026-03-07 04:58:12+00:00,2026-03-07 04:00:00+00:00
344697,VLG8020,1772859383,1772863887,LEBL,LFPO,2026-03-07 04:56:23+00:00,2026-03-07 04:00:00+00:00
4ca763,RYR51XJ,1772859161,1772865475,LEBL,EGSS,2026-03-07 04:52:41+00:00,2026-03-07 04:00:00+00:00
345614,VLG101P,1772858519,1772863225,LEBL,LEZL,2026-03-07 04:41:59+00:00,2026-03-07 04:00:00+00:00
344644,VLG3QC,1772845091,1772849278,LEBL,LEMG,2026-03-07 00:58:11+00:00,2026-03-07 00:00:00+00:00
3475d4,LVL2601,1772844843,1772891772,LEBL,SADS,2026-03-07 00:54:03+00:00,2026-03-07 00:00:00+00:00
4d2288,RYR8PD,1772843726,1772849688,LEBL,EGSS,2026-03-07 00:35:26+00:00,2026-03-07 00:00:00+00:00
02a181,TAR607,1772843594,1772846420,LEBL,,2026-03-07 00:33:14+00:00,2026-03-07 00:00:00+00:00
